书写/显示语言,目标国家槽位,词形,逐格依据,原填充色
Lateranensis · 拉特兰语,拉特兰,Laterano,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,莱塔尼亚,Leithanien,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,龙门,Lungmen,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,米诺斯,Minos,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,梦魇,Nightzmora,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,雷姆必拓,Rim Billiton,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,萨米,Sami,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,萨尔贡,Sargon,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,汐斯塔,Siesta,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,叙拉古,Siracusa,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,塔拉,Tara,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,乌萨斯,Ursus,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,维多利亚,Victoria,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,炎,Yan,语言学推拟·低,FFF5CBCB
Leithanisch · 莱塔尼亚语,阿戈尔,Ægir,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,玻利瓦尔,Bolívar,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,哥伦比亚,Columbia,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,杜林,Durin,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,高卢,Gallien,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,东,Higashi,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,伊比利亚·西语域,Iberien,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,伊比利亚·葡语域,Iberien,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,卡兹戴尔,Kazdel,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,卡西米尔,Kazimierz,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,谢拉格,Kjerag,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,拉特兰,Laterano,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,莱塔尼亚,Leithanien,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,龙门,Lungmen,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,米诺斯,Minos,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,梦魇,Nightzmora,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,雷姆必拓,Rim Billiton,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,萨米,Sami,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,萨尔贡,Sargon,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,汐斯塔,Siesta,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,叙拉古,Siracusa,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,塔拉,Tara,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,乌萨斯,Ursus,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,维多利亚,Viktoria,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,炎,Yan,语言学推拟·中,FFE9DDF6
龍門話 · 龙门话,阿戈尔,阿戈爾,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,玻利瓦尔,玻利瓦爾,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,哥伦比亚,哥倫比亞,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,杜林,杜林,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,高卢,高盧,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,东,東,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,伊比利亚·西语域,伊比利亞,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,伊比利亚·葡语域,伊比利亞,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,卡兹戴尔,卡茲戴爾,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,卡西米尔,卡西米爾,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,谢拉格,謝拉格,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,拉特兰,拉特蘭,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,莱塔尼亚,萊塔尼亞,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,龙门,龍門,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,米诺斯,米諾斯,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,梦魇,夢魘,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,雷姆必拓,雷姆必拓,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,萨米,薩米,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,萨尔贡,薩爾貢,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,汐斯塔,汐斯塔,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,叙拉古,敘拉古,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,塔拉,塔拉,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,乌萨斯,烏薩斯,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,维多利亚,維多利亞,编辑转写：繁体字形；待粤语审校,FFF9E0C7
龍門話 · 龙门话,炎,炎,编辑转写：繁体字形；待粤语审校,FFF9E0C7
Μινωικά · 米诺斯语,阿戈尔,Αίγιρ,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,玻利瓦尔,Μπολίβαρ,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,哥伦比亚,Κολούμπια,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,杜林,Ντούριν,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,高卢,Γαλατία,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,东,Χιγκάσι,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,伊比利亚·西语域,Ιμπέρια,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,伊比利亚·葡语域,Ιμπέρια,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,卡兹戴尔,Καζντέλ,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,卡西米尔,Καζιμιέρζ,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,谢拉格,Κιεράγκ,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,拉特兰,Λατεράνο,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,莱塔尼亚,Λαϊτανιέν,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,龙门,Λούνγκμεν,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,米诺斯,Μίνως,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,梦魇,Νάιτζμορα,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,雷姆必拓,Ριμ Μπίλιτον,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,萨米,Σάμι,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,萨尔贡,Σαργκόν,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,汐斯塔,Σιέστα,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,叙拉古,Σιρακούζα,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,塔拉,Τάρα,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,乌萨斯,Ούρσους,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,维多利亚,Βικτώρια,语言学推拟：现代希腊语规则转写,FFE9DDF6
Μινωικά · 米诺斯语,炎,Γιαν,语言学推拟：现代希腊语规则转写,FFE9DDF6
Найтзморан хэл · 梦魇语,阿戈尔,Эгир,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,玻利瓦尔,Боливар,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,哥伦比亚,Колумби,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,杜林,Дурин,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,高卢,Галл,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,东,Хигаши,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,伊比利亚·西语域,Ибери,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,伊比利亚·葡语域,Ибери,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,卡兹戴尔,Каздел,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,卡西米尔,Казимеж,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,谢拉格,Кьераг,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,拉特兰,Латерано,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,莱塔尼亚,Лейтаньен,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,龙门,Лүнмэнь,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,米诺斯,Минос,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,梦魇,Найтзмора,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,雷姆必拓,Рим Биллитон,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,萨米,Сами,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,萨尔贡,Саргон,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,汐斯塔,Сиеста,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,叙拉古,Сиракуза,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,塔拉,Тара,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,乌萨斯,Урсус,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,维多利亚,Виктория,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Найтзморан хэл · 梦魇语,炎,Янь,待人工审核：蒙古语型西里尔转写,FFF5CBCB
Victorian (Rim Billiton) · 雷姆必拓区域语体,阿戈尔,Ægir,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,玻利瓦尔,Bolívar,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,哥伦比亚,Columbia,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,杜林,Durin,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,高卢,Gaul,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,东,Higashi,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,伊比利亚·西语域,Iberia,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,伊比利亚·葡语域,Iberia,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,卡兹戴尔,Kazdel,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,卡西米尔,Kazimierz,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,谢拉格,Kjerag,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,拉特兰,Laterano,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,莱塔尼亚,Leithanien,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,龙门,Lungmen,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,米诺斯,Minos,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,梦魇,Nightzmora,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,雷姆必拓,Rim Billiton,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,萨米,Sami,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,萨尔贡,Sargon,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,汐斯塔,Siesta,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,叙拉古,Siracusa,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,塔拉,Tara,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,乌萨斯,Ursus,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,维多利亚,Victoria,国际服客户端词形,FFDDEEDC
Victorian (Rim Billiton) · 雷姆必拓区域语体,炎,Yan,国际服客户端词形,FFDDEEDC
Sámegiella · 萨米诸语言,阿戈尔,Ægir,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,玻利瓦尔,Bolívar,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,哥伦比亚,Columbia,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,杜林,Durin,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,高卢,Gaul,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,东,Higashi,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,伊比利亚·西语域,Iberia,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,伊比利亚·葡语域,Iberia,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,卡兹戴尔,Kazdel,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,卡西米尔,Kazimierz,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,谢拉格,Kjerag,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,拉特兰,Laterano,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,莱塔尼亚,Leithanien,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,龙门,Lungmen,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,米诺斯,Minos,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,梦魇,Nightzmora,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,雷姆必拓,Rim Billiton,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,萨米,Sami,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,萨尔贡,Sargon,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,汐斯塔,Siesta,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,叙拉古,Siracusa,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,塔拉,Tara,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,乌萨斯,Ursus,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,维多利亚,Victoria,待人工审核：保留国际服专名作为回退,FFF5CBCB
Sámegiella · 萨米诸语言,炎,Yan,待人工审核：保留国际服专名作为回退,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,阿戈尔,إيغير,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,玻利瓦尔,بوليفار,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,哥伦比亚,كولومبيا,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,杜林,دورين,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,高卢,غال,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,东,هيغاشي,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,伊比利亚·西语域,إيبيريا,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,伊比利亚·葡语域,إيبيريا,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,卡兹戴尔,كازدل,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,卡西米尔,كازيميرز,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,谢拉格,كيراغ,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,拉特兰,لاتيرانو,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,莱塔尼亚,ليثانيان,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,龙门,لونغمِن,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,米诺斯,مينوس,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,梦魇,نايتزمورا,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,雷姆必拓,ريم بيليتون,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,萨米,سامي,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,萨尔贡,سارغون,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,汐斯塔,سيستا,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,叙拉古,سيراكوزا,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,塔拉,تارا,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,乌萨斯,أورسوس,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,维多利亚,فيكتوريا,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
لغات سارغون · 萨尔贡诸语言,炎,يان,待人工审核：阿拉伯语型次区域转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,阿戈尔,Ejir,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,玻利瓦尔,Bolivar,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,哥伦比亚,Kolonbi,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,杜林,Duren,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,高卢,Gol,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,东,Igashi,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,伊比利亚·西语域,Iberi,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,伊比利亚·葡语域,Iberi,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,卡兹戴尔,Kazdel,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,卡西米尔,Kazimierz,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,谢拉格,Kjerag,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,拉特兰,Laterano,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,莱塔尼亚,Leithanien,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,龙门,Lungmen,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,米诺斯,Minos,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,梦魇,Nightzmora,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,雷姆必拓,Rim Billiton,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,萨米,Sami,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,萨尔贡,Sargon,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,汐斯塔,Siesta,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,叙拉古,Siracusa,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,塔拉,Tara,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,乌萨斯,Ursus,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,维多利亚,Viktorya,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,炎,Yan,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Siracusano · 叙拉古语,阿戈尔,Ægir,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,玻利瓦尔,Bolívar,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,哥伦比亚,Columbia,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,杜林,Durin,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,高卢,Gallia,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,东,Higashi,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,伊比利亚·西语域,Iberia,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,伊比利亚·葡语域,Iberia,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,卡兹戴尔,Kazdel,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,卡西米尔,Kazimierz,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,谢拉格,Kjerag,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,拉特兰,Laterano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,莱塔尼亚,Leithanien,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,龙门,Lungmen,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,米诺斯,Minos,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,梦魇,Nightzmora,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,雷姆必拓,Rim Billiton,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,萨米,Sami,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,萨尔贡,Sargon,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,汐斯塔,Siesta,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,叙拉古,Siracusa,语言学推拟·中；语言名：语言学推拟·高,FFE9DDF6
Siracusano · 叙拉古语,塔拉,Tara,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,乌萨斯,Ursus,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,维多利亚,Vittoria,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,炎,Yan,语言学推拟·中,FFE9DDF6
Tengae · 塔拉语,阿戈尔,Ægir,保留原名,FFE9DDF6
Tengae · 塔拉语,玻利瓦尔,Bolívar,保留原名,FFE9DDF6
Tengae · 塔拉语,哥伦比亚,Columbia,保留原名,FFE9DDF6
Tengae · 塔拉语,杜林,Durin,保留原名,FFE9DDF6
Tengae · 塔拉语,高卢,Gaul,保留原名,FFE9DDF6
Tengae · 塔拉语,东,Higashi,保留原名,FFE9DDF6
Tengae · 塔拉语,伊比利亚·西语域,Iberia,保留原名,FFE9DDF6
Tengae · 塔拉语,伊比利亚·葡语域,Iberia,保留原名,FFE9DDF6
Tengae · 塔拉语,卡兹戴尔,Kazdel,保留原名,FFE9DDF6
Tengae · 塔拉语,卡西米尔,Kazimierz,保留原名,FFE9DDF6
Tengae · 塔拉语,谢拉格,Kjerag,保留原名,FFE9DDF6
Tengae · 塔拉语,拉特兰,Laterano,保留原名,FFE9DDF6
Tengae · 塔拉语,莱塔尼亚,Leithanien,保留原名,FFE9DDF6
Tengae · 塔拉语,龙门,Lungmen,保留原名,FFE9DDF6
Tengae · 塔拉语,米诺斯,Minos,保留原名,FFE9DDF6
Tengae · 塔拉语,梦魇,Nightzmora,保留原名,FFE9DDF6
Tengae · 塔拉语,雷姆必拓,Rim Billiton,保留原名,FFE9DDF6
Tengae · 塔拉语,萨米,Sami,保留原名,FFE9DDF6
Tengae · 塔拉语,萨尔贡,Sargon,保留原名,FFE9DDF6
Tengae · 塔拉语,汐斯塔,Siesta,保留原名,FFE9DDF6
Tengae · 塔拉语,叙拉古,Siracusa,保留原名,FFE9DDF6
Tengae · 塔拉语,塔拉,Tara,保留原名；语言名：多服直接文本,FFE9DDF6
Tengae · 塔拉语,乌萨斯,Ursus,保留原名,FFE9DDF6
